product_id,product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count,about_product,review_content
B000000577,Sample Product 577,Computers|Laptops|Gaming,₹253,₹5441,50%,3.4,"38,680",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000578,Sample Product 578,Computers|Laptops|Gaming,₹1624,₹6767,17%,3.1,"44,464",Great quality product with nice features.,Do not buy this waste of money.
B000000579,Sample Product 579,Computers|Laptops|Gaming,₹2220,₹7628,41%,2.3,"32,231",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000580,Sample Product 580,Computers|Laptops|Gaming,₹2443,₹2961,28%,3.5,"19,038",Great quality product with nice features.,Do not buy this waste of money.
B000000581,Sample Product 581,Electronics|TV|Smart,₹1340,₹1185,6%,4.8,"27,053",Great quality product with nice features.,"Terrible, broke after one day."
B000000582,Sample Product 582,Clothing|Men|Shirts,₹160,₹2660,18%,2.1,"3,341",Great quality product with nice features.,"Terrible, broke after one day."
B000000583,Sample Product 583,Computers|Laptops|Gaming,₹1038,₹7531,14%,2.9,"40,645",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000584,Sample Product 584,Computers|Laptops|Gaming,₹1739,₹5841,39%,2.6,"48,665",Great quality product with nice features.,"It is okay, nothing special."
B000000585,Sample Product 585,Home|Kitchen|Appliances,₹4220,₹538,29%,2.7,"45,204",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000586,Sample Product 586,Computers|Laptops|Gaming,₹4326,₹5375,7%,4.7,"1,142",Great quality product with nice features.,Do not buy this waste of money.
B000000587,Sample Product 587,Home|Kitchen|Appliances,₹3669,₹1756,21%,3.4,"25,426",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000588,Sample Product 588,Clothing|Men|Shirts,₹1352,₹8197,16%,3.4,"19,282",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000589,Sample Product 589,Electronics|TV|Smart,₹4303,₹2696,58%,4.3,"42,050",Great quality product with nice features.,"It is okay, nothing special."
B000000590,Sample Product 590,Electronics|TV|Smart,₹271,₹7665,28%,2.5,"20,426",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000591,Sample Product 591,Clothing|Men|Shirts,₹1558,₹801,33%,3.5,"34,807",Great quality product with nice features.,"Terrible, broke after one day."
B000000592,Sample Product 592,Electronics|TV|Smart,₹3649,₹8027,47%,3.3,"32,114",Great quality product with nice features.,Do not buy this waste of money.
B000000593,Sample Product 593,Clothing|Men|Shirts,₹4297,₹6881,29%,3.8,"4,271",Great quality product with nice features.,Do not buy this waste of money.
B000000594,Sample Product 594,Clothing|Men|Shirts,₹2422,₹1146,64%,5.0,"42,815",Great quality product with nice features.,Do not buy this waste of money.
B000000595,Sample Product 595,Clothing|Men|Shirts,₹1736,₹9289,69%,4.3,"4,684",Great quality product with nice features.,Do not buy this waste of money.
B000000596,Sample Product 596,Electronics|TV|Smart,₹3215,₹9353,32%,3.2,"49,647",Great quality product with nice features.,Do not buy this waste of money.
B000000597,Sample Product 597,Home|Kitchen|Appliances,₹4190,₹4830,20%,4.5,"39,885",Great quality product with nice features.,Do not buy this waste of money.
B000000598,Sample Product 598,Clothing|Men|Shirts,₹3104,₹7503,51%,2.5,"29,810",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000599,Sample Product 599,Computers|Laptops|Gaming,₹429,₹4037,62%,2.1,"34,553",Great quality product with nice features.,"It is okay, nothing special."
B000000600,Sample Product 600,Electronics|TV|Smart,₹3740,₹5058,31%,2.6,"3,787",Great quality product with nice features.,Do not buy this waste of money.
B000000601,Sample Product 601,Clothing|Men|Shirts,₹3994,₹7079,57%,3.0,"21,651",Great quality product with nice features.,"It is okay, nothing special."
B000000602,Sample Product 602,Clothing|Men|Shirts,₹4207,₹8974,46%,3.5,"28,707",Great quality product with nice features.,Do not buy this waste of money.
B000000603,Sample Product 603,Computers|Laptops|Gaming,₹1441,₹4582,63%,3.8,"9,191",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000604,Sample Product 604,Home|Kitchen|Appliances,₹3763,₹4683,51%,4.7,"38,197",Great quality product with nice features.,Do not buy this waste of money.
B000000605,Sample Product 605,Home|Kitchen|Appliances,₹315,₹9152,38%,3.5,"39,450",Great quality product with nice features.,"Terrible, broke after one day."
B000000606,Sample Product 606,Home|Kitchen|Appliances,₹438,₹4254,41%,3.5,"39,662",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000607,Sample Product 607,Clothing|Men|Shirts,₹4162,₹2224,10%,2.2,"29,710",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000608,Sample Product 608,Clothing|Men|Shirts,₹2808,₹1876,11%,2.1,"45,430",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000609,Sample Product 609,Clothing|Men|Shirts,₹3252,₹9206,29%,3.7,"14,893",Great quality product with nice features.,"Terrible, broke after one day."
B000000610,Sample Product 610,Electronics|TV|Smart,₹1850,₹9394,37%,3.3,"9,644",Great quality product with nice features.,Do not buy this waste of money.
B000000611,Sample Product 611,Computers|Laptops|Gaming,₹2521,₹2153,59%,4.5,"9,944",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000612,Sample Product 612,Clothing|Men|Shirts,₹809,₹2566,62%,2.5,"43,241",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000613,Sample Product 613,Computers|Laptops|Gaming,₹3826,₹522,11%,2.1,"45,761",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000614,Sample Product 614,Computers|Laptops|Gaming,₹3742,₹2960,61%,3.3,"21,043",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000615,Sample Product 615,Home|Kitchen|Appliances,₹4093,₹6426,16%,2.7,"43,895",Great quality product with nice features.,Do not buy this waste of money.
B000000616,Sample Product 616,Electronics|TV|Smart,₹588,₹6751,20%,2.1,"6,870",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000617,Sample Product 617,Clothing|Men|Shirts,₹146,₹9996,47%,4.2,"40,438",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000618,Sample Product 618,Home|Kitchen|Appliances,₹3459,₹7795,11%,2.3,"44,307",Great quality product with nice features.,"It is okay, nothing special."
B000000619,Sample Product 619,Home|Kitchen|Appliances,₹4973,₹3800,55%,3.8,"42,834",Great quality product with nice features.,Do not buy this waste of money.
B000000620,Sample Product 620,Clothing|Men|Shirts,₹4906,₹6779,77%,2.8,"20,919",Great quality product with nice features.,"Terrible, broke after one day."
B000000621,Sample Product 621,Computers|Laptops|Gaming,₹500,₹9053,36%,2.5,"28,380",Great quality product with nice features.,"Terrible, broke after one day."
B000000622,Sample Product 622,Home|Kitchen|Appliances,₹4090,₹7853,79%,3.1,"42,940",Great quality product with nice features.,Do not buy this waste of money.
B000000623,Sample Product 623,Computers|Laptops|Gaming,₹3257,₹4227,12%,4.4,"25,275",Great quality product with nice features.,"Terrible, broke after one day."
B000000624,Sample Product 624,Electronics|TV|Smart,₹4445,₹6772,76%,3.2,"17,697",Great quality product with nice features.,Do not buy this waste of money.
B000000625,Sample Product 625,Computers|Laptops|Gaming,₹490,₹6495,49%,4.3,"2,963",Great quality product with nice features.,"Terrible, broke after one day."
B000000626,Sample Product 626,Electronics|TV|Smart,₹3953,₹9976,63%,2.4,"13,852",Great quality product with nice features.,"It is okay, nothing special."
B000000627,Sample Product 627,Computers|Laptops|Gaming,₹4530,₹1014,8%,4.3,"45,748",Great quality product with nice features.,"Terrible, broke after one day."
B000000628,Sample Product 628,Home|Kitchen|Appliances,₹728,₹948,71%,2.7,"5,297",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000629,Sample Product 629,Home|Kitchen|Appliances,₹4332,₹6519,33%,4.0,"14,746",Great quality product with nice features.,Do not buy this waste of money.
B000000630,Sample Product 630,Electronics|TV|Smart,₹3030,₹5843,33%,3.7,"5,731",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000631,Sample Product 631,Clothing|Men|Shirts,₹1621,₹8533,32%,4.8,"13,922",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000632,Sample Product 632,Electronics|TV|Smart,₹926,₹3020,48%,3.2,"32,895",Great quality product with nice features.,Do not buy this waste of money.
B000000633,Sample Product 633,Electronics|TV|Smart,₹4922,₹3581,8%,2.2,"5,603",Great quality product with nice features.,"It is okay, nothing special."
B000000634,Sample Product 634,Computers|Laptops|Gaming,₹1600,₹1928,13%,2.1,"17,576",Great quality product with nice features.,"Terrible, broke after one day."
B000000635,Sample Product 635,Computers|Laptops|Gaming,₹3394,₹4467,9%,4.5,"19,024",Great quality product with nice features.,"It is okay, nothing special."
B000000636,Sample Product 636,Electronics|TV|Smart,₹2519,₹6945,60%,3.6,"45,350",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000637,Sample Product 637,Home|Kitchen|Appliances,₹1034,₹9614,54%,4.3,"15,998",Great quality product with nice features.,Do not buy this waste of money.
B000000638,Sample Product 638,Computers|Laptops|Gaming,₹3142,₹2659,79%,2.7,"17,751",Great quality product with nice features.,Do not buy this waste of money.
B000000639,Sample Product 639,Clothing|Men|Shirts,₹4597,₹5632,19%,3.0,"41,980",Great quality product with nice features.,"It is okay, nothing special."
B000000640,Sample Product 640,Computers|Laptops|Gaming,₹1566,₹3047,36%,2.1,"22,838",Great quality product with nice features.,"It is okay, nothing special."
B000000641,Sample Product 641,Computers|Laptops|Gaming,₹3661,₹3479,32%,4.9,"14,998",Great quality product with nice features.,"Terrible, broke after one day."
B000000642,Sample Product 642,Clothing|Men|Shirts,₹714,₹3149,26%,4.0,"39,440",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000643,Sample Product 643,Electronics|TV|Smart,₹1282,₹9005,21%,4.8,"23,068",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000644,Sample Product 644,Clothing|Men|Shirts,₹3323,₹3583,63%,2.8,"45,040",Great quality product with nice features.,"Terrible, broke after one day."
B000000645,Sample Product 645,Electronics|TV|Smart,₹2767,₹1537,75%,3.8,"20,924",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000646,Sample Product 646,Electronics|TV|Smart,₹230,₹3989,61%,4.0,"8,877",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000647,Sample Product 647,Electronics|TV|Smart,₹3083,₹8104,30%,3.0,"2,888",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000648,Sample Product 648,Clothing|Men|Shirts,₹4378,₹8044,29%,4.5,"42,423",Great quality product with nice features.,"Terrible, broke after one day."
B000000649,Sample Product 649,Electronics|TV|Smart,₹4559,₹3134,14%,4.8,"36,855",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000650,Sample Product 650,Home|Kitchen|Appliances,₹138,₹4483,49%,4.7,"36,949",Great quality product with nice features.,Do not buy this waste of money.
B000000651,Sample Product 651,Clothing|Men|Shirts,₹4059,₹2278,15%,4.2,"2,842",Great quality product with nice features.,"It is okay, nothing special."
B000000652,Sample Product 652,Home|Kitchen|Appliances,₹3687,₹8402,57%,2.8,"28,757",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000653,Sample Product 653,Electronics|TV|Smart,₹1020,₹5610,76%,2.8,"6,041",Great quality product with nice features.,Do not buy this waste of money.
B000000654,Sample Product 654,Computers|Laptops|Gaming,₹2869,₹5689,72%,4.9,"10,305",Great quality product with nice features.,Do not buy this waste of money.
B000000655,Sample Product 655,Electronics|TV|Smart,₹4211,₹7878,32%,2.0,"30,342",Great quality product with nice features.,"Terrible, broke after one day."
B000000656,Sample Product 656,Home|Kitchen|Appliances,₹592,₹1624,79%,4.1,"4,759",Great quality product with nice features.,"It is okay, nothing special."
B000000657,Sample Product 657,Home|Kitchen|Appliances,₹1231,₹1197,69%,4.1,"17,011",Great quality product with nice features.,"It is okay, nothing special."
B000000658,Sample Product 658,Clothing|Men|Shirts,₹3621,₹2679,53%,3.9,"31,659",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000659,Sample Product 659,Computers|Laptops|Gaming,₹410,₹5751,51%,5.0,"49,003",Great quality product with nice features.,"Terrible, broke after one day."
B000000660,Sample Product 660,Clothing|Men|Shirts,₹838,₹9735,56%,2.9,"37,783",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000661,Sample Product 661,Home|Kitchen|Appliances,₹3341,₹2429,58%,3.0,"1,376",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000662,Sample Product 662,Electronics|TV|Smart,₹645,₹1513,64%,2.2,"33,950",Great quality product with nice features.,Do not buy this waste of money.
B000000663,Sample Product 663,Computers|Laptops|Gaming,₹2561,₹726,61%,3.3,"22,093",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000664,Sample Product 664,Electronics|TV|Smart,₹4446,₹7821,51%,2.8,491,Great quality product with nice features.,Do not buy this waste of money.
B000000665,Sample Product 665,Electronics|TV|Smart,₹4954,₹2328,35%,3.0,"3,730",Great quality product with nice features.,"Terrible, broke after one day."
B000000666,Sample Product 666,Computers|Laptops|Gaming,₹1904,₹8409,50%,4.5,"5,975",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000667,Sample Product 667,Clothing|Men|Shirts,₹3312,₹6088,30%,4.8,"19,681",Great quality product with nice features.,"Terrible, broke after one day."
B000000668,Sample Product 668,Electronics|TV|Smart,₹3910,₹2523,9%,2.6,"18,325",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000669,Sample Product 669,Home|Kitchen|Appliances,₹913,₹5466,56%,3.1,"31,335",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000670,Sample Product 670,Electronics|TV|Smart,₹4224,₹6391,79%,4.8,"21,399",Great quality product with nice features.,Do not buy this waste of money.
B000000671,Sample Product 671,Computers|Laptops|Gaming,₹2132,₹1580,58%,2.2,"34,651",Great quality product with nice features.,"Terrible, broke after one day."
B000000672,Sample Product 672,Computers|Laptops|Gaming,₹4672,₹5536,37%,2.3,"21,293",Great quality product with nice features.,"Terrible, broke after one day."
B000000673,Sample Product 673,Computers|Laptops|Gaming,₹4513,₹3063,54%,2.5,"35,756",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000674,Sample Product 674,Clothing|Men|Shirts,₹344,₹3792,42%,3.8,"38,354",Great quality product with nice features.,"Terrible, broke after one day."
B000000675,Sample Product 675,Electronics|TV|Smart,₹4943,₹4086,31%,2.5,"3,160",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000676,Sample Product 676,Clothing|Men|Shirts,₹4892,₹4931,19%,4.9,"32,627",Great quality product with nice features.,"It is okay, nothing special."
B000000677,Sample Product 677,Clothing|Men|Shirts,₹371,₹7341,65%,3.3,"29,352",Great quality product with nice features.,"It is okay, nothing special."
B000000678,Sample Product 678,Computers|Laptops|Gaming,₹3611,₹7143,25%,3.5,"37,299",Great quality product with nice features.,"It is okay, nothing special."
B000000679,Sample Product 679,Computers|Laptops|Gaming,₹1871,₹4459,50%,2.7,"17,066",Great quality product with nice features.,"Terrible, broke after one day."
B000000680,Sample Product 680,Clothing|Men|Shirts,₹1362,₹661,73%,3.4,"21,639",Great quality product with nice features.,"Terrible, broke after one day."
B000000681,Sample Product 681,Electronics|TV|Smart,₹2524,₹1093,10%,4.0,"1,074",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000682,Sample Product 682,Home|Kitchen|Appliances,₹4461,₹3890,42%,4.3,"46,512",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000683,Sample Product 683,Clothing|Men|Shirts,₹1020,₹6497,66%,4.3,"18,772",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000684,Sample Product 684,Electronics|TV|Smart,₹3530,₹6854,66%,3.7,"35,462",Great quality product with nice features.,"It is okay, nothing special."
B000000685,Sample Product 685,Computers|Laptops|Gaming,₹4535,₹1163,78%,4.7,"42,331",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000686,Sample Product 686,Computers|Laptops|Gaming,₹4584,₹9824,50%,4.5,"29,321",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000687,Sample Product 687,Electronics|TV|Smart,₹2724,₹1041,17%,4.3,"4,341",Great quality product with nice features.,"Terrible, broke after one day."
B000000688,Sample Product 688,Home|Kitchen|Appliances,₹3860,₹5933,7%,2.2,"34,925",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000689,Sample Product 689,Computers|Laptops|Gaming,₹2150,₹5593,10%,2.0,"16,185",Great quality product with nice features.,"It is okay, nothing special."
B000000690,Sample Product 690,Computers|Laptops|Gaming,₹3600,₹1367,12%,2.6,"40,735",Great quality product with nice features.,"It is okay, nothing special."
B000000691,Sample Product 691,Computers|Laptops|Gaming,₹1265,₹9123,48%,4.0,"2,581",Great quality product with nice features.,"Terrible, broke after one day."
B000000692,Sample Product 692,Electronics|TV|Smart,₹475,₹5969,37%,3.2,"40,026",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000693,Sample Product 693,Clothing|Men|Shirts,₹2133,₹6756,79%,3.2,"28,968",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000694,Sample Product 694,Computers|Laptops|Gaming,₹245,₹9898,54%,4.7,"2,160",Great quality product with nice features.,"Terrible, broke after one day."
B000000695,Sample Product 695,Clothing|Men|Shirts,₹4488,₹1669,15%,4.7,"48,941",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000696,Sample Product 696,Home|Kitchen|Appliances,₹531,₹1330,32%,4.7,"13,901",Great quality product with nice features.,Do not buy this waste of money.
B000000697,Sample Product 697,Computers|Laptops|Gaming,₹804,₹2151,74%,2.9,"11,441",Great quality product with nice features.,"It is okay, nothing special."
B000000698,Sample Product 698,Computers|Laptops|Gaming,₹2732,₹1636,45%,4.1,"14,679",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000699,Sample Product 699,Home|Kitchen|Appliances,₹4594,₹3310,20%,2.8,"47,205",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000700,Sample Product 700,Computers|Laptops|Gaming,₹1063,₹9167,72%,2.6,"12,022",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000701,Sample Product 701,Clothing|Men|Shirts,₹2334,₹1519,52%,2.6,"6,773",Great quality product with nice features.,"It is okay, nothing special."
B000000702,Sample Product 702,Electronics|TV|Smart,₹2141,₹5737,60%,3.0,"1,628",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000703,Sample Product 703,Clothing|Men|Shirts,₹1928,₹1783,68%,3.3,"44,433",Great quality product with nice features.,"Terrible, broke after one day."
B000000704,Sample Product 704,Electronics|TV|Smart,₹2208,₹1159,63%,4.5,"8,220",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000705,Sample Product 705,Electronics|TV|Smart,₹4168,₹2510,66%,2.4,"23,465",Great quality product with nice features.,"Terrible, broke after one day."
B000000706,Sample Product 706,Clothing|Men|Shirts,₹1038,₹9090,15%,4.2,"30,233",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000707,Sample Product 707,Clothing|Men|Shirts,₹4905,₹2233,22%,3.6,"42,482",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000708,Sample Product 708,Clothing|Men|Shirts,₹906,₹2625,23%,2.9,"8,489",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000709,Sample Product 709,Clothing|Men|Shirts,₹1563,₹2671,59%,3.5,"34,950",Great quality product with nice features.,Do not buy this waste of money.
B000000710,Sample Product 710,Home|Kitchen|Appliances,₹3515,₹8766,30%,2.9,"44,363",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000711,Sample Product 711,Computers|Laptops|Gaming,₹110,₹3971,10%,3.8,"39,933",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000712,Sample Product 712,Electronics|TV|Smart,₹1968,₹9528,8%,3.3,"18,982",Great quality product with nice features.,"Terrible, broke after one day."
B000000713,Sample Product 713,Clothing|Men|Shirts,₹4967,₹6124,33%,2.5,902,Great quality product with nice features.,Do not buy this waste of money.
B000000714,Sample Product 714,Clothing|Men|Shirts,₹984,₹9191,63%,2.3,"22,445",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000715,Sample Product 715,Clothing|Men|Shirts,₹3664,₹8829,21%,3.6,"42,059",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000716,Sample Product 716,Home|Kitchen|Appliances,₹1489,₹2597,47%,4.7,"18,062",Great quality product with nice features.,Do not buy this waste of money.
B000000717,Sample Product 717,Clothing|Men|Shirts,₹3501,₹5568,70%,3.0,"2,882",Great quality product with nice features.,Do not buy this waste of money.
B000000718,Sample Product 718,Clothing|Men|Shirts,₹4421,₹6897,38%,4.2,"29,864",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000719,Sample Product 719,Clothing|Men|Shirts,₹924,₹3257,12%,4.0,"45,827",Great quality product with nice features.,"Terrible, broke after one day."
B000000720,Sample Product 720,Computers|Laptops|Gaming,₹2365,₹4420,17%,4.8,"5,623",Great quality product with nice features.,Do not buy this waste of money.
B000000721,Sample Product 721,Home|Kitchen|Appliances,₹1036,₹8686,12%,4.5,"1,379",Great quality product with nice features.,Do not buy this waste of money.
B000000722,Sample Product 722,Clothing|Men|Shirts,₹2900,₹2400,69%,3.7,"17,633",Great quality product with nice features.,"It is okay, nothing special."
B000000723,Sample Product 723,Electronics|TV|Smart,₹2653,₹3110,47%,4.0,"28,312",Great quality product with nice features.,Do not buy this waste of money.
B000000724,Sample Product 724,Electronics|TV|Smart,₹3945,₹7400,43%,4.7,"5,651",Great quality product with nice features.,"Terrible, broke after one day."
B000000725,Sample Product 725,Electronics|TV|Smart,₹1896,₹1949,63%,3.2,"45,202",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000726,Sample Product 726,Home|Kitchen|Appliances,₹153,₹9238,48%,3.0,"42,225",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000727,Sample Product 727,Home|Kitchen|Appliances,₹826,₹5517,13%,2.0,"7,037",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000728,Sample Product 728,Electronics|TV|Smart,₹2836,₹8499,41%,4.5,"39,256",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000729,Sample Product 729,Clothing|Men|Shirts,₹3270,₹6552,78%,4.4,"22,500",Great quality product with nice features.,"It is okay, nothing special."
B000000730,Sample Product 730,Home|Kitchen|Appliances,₹2013,₹2596,40%,2.3,"37,017",Great quality product with nice features.,Do not buy this waste of money.
B000000731,Sample Product 731,Electronics|TV|Smart,₹1696,₹9395,32%,3.7,"4,604",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000732,Sample Product 732,Electronics|TV|Smart,₹2014,₹6904,46%,3.4,"27,774",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000733,Sample Product 733,Clothing|Men|Shirts,₹2566,₹3831,47%,2.4,"19,938",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000734,Sample Product 734,Computers|Laptops|Gaming,₹2837,₹7962,46%,4.9,"12,633",Great quality product with nice features.,Do not buy this waste of money.
B000000735,Sample Product 735,Home|Kitchen|Appliances,₹949,₹5605,70%,2.6,"30,608",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000736,Sample Product 736,Clothing|Men|Shirts,₹2209,₹3478,59%,2.2,"26,338",Great quality product with nice features.,"It is okay, nothing special."
B000000737,Sample Product 737,Electronics|TV|Smart,₹102,₹3339,76%,3.8,221,Great quality product with nice features.,"Terrible, broke after one day."
B000000738,Sample Product 738,Electronics|TV|Smart,₹4355,₹3884,52%,4.2,"46,995",Great quality product with nice features.,"Terrible, broke after one day."
B000000739,Sample Product 739,Clothing|Men|Shirts,₹4169,₹1185,26%,2.1,"4,819",Great quality product with nice features.,Do not buy this waste of money.
B000000740,Sample Product 740,Home|Kitchen|Appliances,₹4976,₹8031,31%,4.0,"7,350",Great quality product with nice features.,"Terrible, broke after one day."
B000000741,Sample Product 741,Computers|Laptops|Gaming,₹992,₹4783,71%,3.6,"5,619",Great quality product with nice features.,"Terrible, broke after one day."
B000000742,Sample Product 742,Computers|Laptops|Gaming,₹2130,₹8236,17%,2.3,"27,465",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000743,Sample Product 743,Electronics|TV|Smart,₹3260,₹8210,49%,2.5,"42,625",Great quality product with nice features.,Do not buy this waste of money.
B000000744,Sample Product 744,Home|Kitchen|Appliances,₹2476,₹2119,14%,3.7,"37,345",Great quality product with nice features.,Do not buy this waste of money.
B000000745,Sample Product 745,Computers|Laptops|Gaming,₹4775,₹7368,13%,2.9,"18,256",Great quality product with nice features.,"Terrible, broke after one day."
B000000746,Sample Product 746,Home|Kitchen|Appliances,₹2033,₹1931,58%,4.8,"24,300",Great quality product with nice features.,"Terrible, broke after one day."
B000000747,Sample Product 747,Home|Kitchen|Appliances,₹1480,₹9567,31%,4.5,"47,976",Great quality product with nice features.,"Terrible, broke after one day."
B000000748,Sample Product 748,Electronics|TV|Smart,₹3781,₹5213,38%,5.0,"1,463",Great quality product with nice features.,"It is okay, nothing special."
B000000749,Sample Product 749,Computers|Laptops|Gaming,₹1390,₹9935,5%,2.8,"15,906",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000750,Sample Product 750,Clothing|Men|Shirts,₹1740,₹5498,36%,4.9,"24,921",Great quality product with nice features.,"It is okay, nothing special."
B000000751,Sample Product 751,Electronics|TV|Smart,₹2782,₹662,75%,3.3,"16,253",Great quality product with nice features.,Do not buy this waste of money.
B000000752,Sample Product 752,Computers|Laptops|Gaming,₹1087,₹2474,71%,3.0,"41,005",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000753,Sample Product 753,Computers|Laptops|Gaming,₹1318,₹3791,24%,2.2,"40,582",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000754,Sample Product 754,Computers|Laptops|Gaming,₹1455,₹8961,39%,2.2,"34,837",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000755,Sample Product 755,Computers|Laptops|Gaming,₹4365,₹1131,21%,4.1,"5,754",Great quality product with nice features.,Do not buy this waste of money.
B000000756,Sample Product 756,Computers|Laptops|Gaming,₹4716,₹1405,22%,3.4,"40,006",Great quality product with nice features.,Do not buy this waste of money.
B000000757,Sample Product 757,Home|Kitchen|Appliances,₹4235,₹2514,49%,2.7,"14,176",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000758,Sample Product 758,Electronics|TV|Smart,₹1660,₹8396,57%,3.8,"6,192",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000759,Sample Product 759,Home|Kitchen|Appliances,₹1518,₹704,72%,2.8,"17,899",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000760,Sample Product 760,Clothing|Men|Shirts,₹1054,₹1081,69%,3.7,"18,983",Great quality product with nice features.,Do not buy this waste of money.
B000000761,Sample Product 761,Computers|Laptops|Gaming,₹1083,₹6175,5%,3.1,"14,623",Great quality product with nice features.,"Terrible, broke after one day."
B000000762,Sample Product 762,Electronics|TV|Smart,₹1074,₹9532,62%,4.5,"1,002",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000763,Sample Product 763,Computers|Laptops|Gaming,₹4233,₹5847,30%,4.5,"47,646",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000764,Sample Product 764,Electronics|TV|Smart,₹4072,₹3143,24%,3.4,"43,001",Great quality product with nice features.,Do not buy this waste of money.
B000000765,Sample Product 765,Home|Kitchen|Appliances,₹1013,₹8517,14%,3.1,"23,284",Great quality product with nice features.,"It is okay, nothing special."
B000000766,Sample Product 766,Electronics|TV|Smart,₹4649,₹2797,63%,3.1,"21,436",Great quality product with nice features.,"It is okay, nothing special."
B000000767,Sample Product 767,Clothing|Men|Shirts,₹136,₹1374,79%,4.4,"27,224",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000768,Sample Product 768,Clothing|Men|Shirts,₹3487,₹6060,45%,3.0,"37,245",Great quality product with nice features.,"Terrible, broke after one day."
